folioviv,foliohog,numren,id_trabajo,tipoact,numprod,codigo,cosecha,destino,cantidad,valestim
2066764024,1,01,1,4,01,140,1,1,40,400
2066764024,1,01,1,4,02,088,1,1,10,150
2066764401,1,02,1,5,05,279,0,1,20,1020
2066764401,1,02,1,5,05,279,0,2,4,170
2066764401,1,02,1,5,05,279,0,6,13,663
2066764401,1,02,1,5,06,280,0,6,2,72
2066764401,1,02,1,5,02,251,0,1,1,300
2066764401,1,02,1,5,04,260,0,6,1,130
2066764401,1,01,1,4,01,037,1,1,138,7590
2066764401,1,02,1,5,01,250,0,1,5,1250
2066764402,1,02,1,5,01,250,0,1,4,1200
2066764402,1,02,1,5,02,251,0,1,4,1600
2066764402,1,02,1,5,04,279,0,1,45,2295
2066764402,1,02,1,5,04,279,0,2,4,170
2066764402,1,01,1,4,01,037,1,1,46,2530
2066764402,1,01,1,4,01,037,1,6,25,1375
2066764402,1,01,1,4,02,140,1,1,400,4000
2066764402,1,01,1,4,03,088,1,1,50,500
2066764402,1,02,1,4,01,187,1,1,25,350
2066764402,1,02,1,4,01,187,1,6,25,350
2066764402,1,02,1,4,02,119,1,1,10,150
2066764402,1,02,1,5,04,279,0,6,11,561
2066764403,1,01,1,4,01,037,1,1,22,1210
2066764404,1,03,1,4,01,037,1,7,4,220
2066764404,1,03,1,4,01,037,1,1,32,1760
2066764404,1,02,1,5,03,279,0,2,1,45
2066764404,1,02,1,5,03,279,0,1,20,1020
2066764404,1,02,1,4,04,229,1,1,3,15
2066764404,1,02,1,5,01,250,0,1,2,500
2066764404,1,02,1,4,03,071,1,1,3,45
2066764404,1,02,1,4,01,037,1,7,4,220
2066764404,1,02,1,4,01,037,1,6,1,55
2066764404,1,02,1,4,01,037,1,1,65,3575
2066764404,1,01,1,4,01,037,1,1,138,7590
2066764406,1,01,1,5,05,279,0,1,48,2448
2066764406,1,01,1,5,04,251,0,1,5,1500
2066764406,1,01,1,5,03,250,0,1,8,2000
2066764406,1,01,1,4,01,037,1,6,1,55
2066764406,1,01,1,4,01,037,1,1,85,4675
2066764406,1,01,1,5,05,279,0,2,2,90
2066764607,1,02,1,4,01,140,1,1,300,3000
2066764607,1,02,1,4,02,037,1,1,20,1000
2066764607,1,02,1,4,04,088,1,1,120,2160
2066764609,1,01,2,4,01,140,1,1,340,4080
2066764610,1,01,1,4,01,140,1,1,290,3480
2066764610,1,01,1,4,02,037,1,1,78,4680
2066764610,1,01,1,4,04,187,1,1,50,750
2066764611,1,03,2,4,02,088,1,1,30,540
2066764611,1,03,2,4,01,140,1,1,400,4000
2066764611,1,03,2,4,03,098,1,1,6,228
2066764611,1,03,2,4,04,087,1,1,3,36
2066764612,1,01,2,4,02,088,1,1,30,540
2066764612,1,01,2,4,01,140,1,1,150,1500
2066764813,1,02,1,4,01,140,1,1,738,7380
2066764813,1,02,1,4,02,088,1,1,30,720
2066764814,1,01,1,5,03,279,0,1,15,980
2066764814,1,01,1,5,01,250,0,1,6,1800
2066764814,1,01,1,4,01,140,1,1,350,3500
2066764815,1,01,2,4,01,140,1,1,250,2500
2066764815,1,01,2,4,03,088,1,1,18,432
2066764815,1,01,2,5,02,250,0,1,3,1050
2066764815,1,01,2,5,03,279,0,1,31,2016
2066764816,1,01,1,4,01,140,1,1,485,4850
2066764816,1,01,1,4,03,088,1,1,15,360
2066764816,1,01,1,5,03,279,0,1,24,1680
2066764816,1,01,1,5,02,250,0,1,2,600
2066764817,1,01,1,4,01,140,1,1,750,7500
2066764817,1,01,1,4,02,088,1,1,8,224
2066764818,1,01,1,4,01,140,1,1,600,6000
2066764818,1,01,1,4,02,088,1,1,15,360
2066764818,1,01,1,4,04,040,1,1,80,1000
2066764818,1,01,1,5,04,279,0,1,21,1344
2066764818,1,01,1,5,01,250,0,1,2,600
2066765302,1,01,1,4,01,140,1,1,245,2450
2066765302,1,01,1,4,02,088,1,1,25,750
2066765302,1,01,1,5,01,241,0,1,1,1500
2066765303,1,02,1,5,03,244,0,1,1,2500
2066765303,1,02,1,4,01,140,1,1,565,4520
2066765303,1,02,1,4,01,140,1,5,200,1600
2066765303,1,02,1,4,02,088,1,1,30,600
2066765304,1,02,1,4,01,140,1,1,979,9790
2066765304,1,02,1,4,02,088,1,1,30,300
2066765304,1,02,1,4,03,194,1,6,200,1000
2066765304,1,02,1,4,06,212,1,1,29,435
2066765304,1,02,1,4,07,054,1,1,4,120
2066765304,1,02,1,4,08,039,1,1,49,980
2066765304,1,02,1,4,09,229,1,1,20,400
2066765304,1,02,1,4,04,130,1,1,20,200
2066765305,1,01,1,4,04,211,1,1,2,40
2066765305,1,01,1,4,05,079,1,1,9,270
2066765305,1,01,1,5,01,241,0,6,1,1500
2066765305,1,01,1,4,01,140,1,1,240,2400
2066765305,1,01,1,4,02,088,1,1,7,210
2066765306,1,01,1,4,01,140,1,1,580,5800
2066765306,1,01,1,4,04,229,1,1,20,600
2066765306,1,01,1,4,05,039,1,1,39,780
2066765508,1,01,1,4,01,140,1,1,280,2100
2066765714,1,01,1,4,01,140,1,1,1750,12250
2066765714,1,01,1,4,02,098,1,1,50,1750
2066765715,1,01,1,5,04,279,0,1,32,3040
2066765715,1,01,1,5,05,258,0,6,1,12000
2066765716,1,01,1,4,01,140,1,1,380,3800
2066765716,1,01,1,4,04,079,1,6,2,246
2066765716,1,01,1,4,02,039,1,1,2,40
2066765716,1,01,1,4,03,229,1,1,10,800
2066765716,1,01,1,4,04,079,1,1,23,2829
2066765718,1,01,1,4,02,098,1,1,20,900
2066765718,1,01,1,4,01,140,1,1,700,5600
2066765718,1,01,1,4,03,088,1,1,27,567
2066765718,1,01,1,4,09,112,1,1,15,300
2066765919,1,01,2,4,02,088,1,1,6,210
2066765920,1,01,1,4,02,088,1,1,9,315
2066765920,1,01,1,4,01,140,1,1,150,1500
2066765920,1,01,1,4,02,088,1,6,1,35
2066765920,1,01,1,4,03,098,1,6,3,135
2066765920,1,01,1,4,04,040,1,1,20,400
2066765920,1,01,1,4,05,199,1,1,2,160
2066765921,1,01,2,4,02,088,1,1,5,150
2066765922,1,01,2,4,02,088,1,1,10,350
2066765922,1,01,2,4,01,140,1,1,350,4200
2066765923,1,01,1,4,03,098,1,1,4,200
2066765923,1,01,1,4,02,088,1,1,9,270
2066765923,1,01,1,4,01,140,1,1,280,2800
2066765923,1,01,1,4,01,140,1,6,8,80
2066765924,1,01,1,5,06,279,0,1,34,3060
2066765924,1,01,1,4,08,079,1,7,49,2450
2066765924,1,01,1,4,08,079,1,1,50,2500
2066765924,1,01,1,4,07,211,1,1,50,1250
2066765924,1,01,1,4,07,211,1,7,49,1225
2066765924,1,01,1,4,06,229,1,1,5,200
2066765924,1,01,1,4,05,040,1,1,5,150
2066765924,1,01,1,4,04,087,1,1,2,50
2066765924,1,01,1,4,03,098,1,1,30,1350
2066765924,1,01,1,4,02,088,1,1,25,875
2066765924,1,01,1,4,01,140,1,1,650,6500
2066766201,1,01,1,4,04,098,1,1,10,380
2066766201,1,01,1,4,03,140,1,1,198,1782
2066766201,1,01,1,4,02,078,1,1,50,200
2066766201,1,01,1,4,06,087,1,1,20,500
2066766201,1,01,1,4,04,098,1,6,8,304
2066766202,1,01,1,4,06,074,1,6,4,400
2066766202,1,01,1,4,06,074,1,1,10,1000
2066766202,1,01,1,4,05,087,1,1,19,253
2066766202,1,01,1,4,07,078,1,1,100,1000
2066766202,1,01,1,4,01,140,1,1,100,900
2066766202,1,01,1,4,02,088,1,1,20,400
2066766202,1,01,1,4,04,098,1,1,20,500
2066766202,1,01,1,4,04,098,1,6,2,76
2066766202,1,01,1,4,06,074,1,7,5,500
2066766203,1,03,1,4,05,194,1,1,500,500
2066766203,1,03,1,4,01,140,1,1,450,5400
2066766203,1,03,1,4,02,098,1,1,47,1880
2066766203,1,03,1,4,03,088,1,1,30,360
2066766203,1,03,1,4,04,087,1,1,40,1200
2066766203,1,03,1,4,03,088,1,6,30,300
2066766206,1,01,1,4,06,177,1,1,1,20
2066766206,1,01,1,4,05,039,1,1,8,160
2066766206,1,01,1,4,03,098,1,6,3,114
2066766206,1,01,1,4,03,098,1,1,15,570
2066766206,1,01,1,4,01,140,1,1,200,1920
2066766206,1,01,1,4,09,229,1,1,10,200
2066766206,1,01,1,4,10,087,1,1,10,250
2066766206,1,01,1,4,12,088,1,1,10,200
2066766206,1,01,1,4,07,130,1,1,6,120
2066766206,1,01,1,4,13,192,1,1,15,300
2066766407,1,01,1,4,03,040,1,1,980,4900
2066766407,1,01,1,4,02,098,1,6,4,120
2066766407,1,01,1,4,02,098,1,1,7,210
2066766407,1,01,1,4,03,040,1,6,120,600
2066766407,1,01,1,4,01,140,1,1,143,1144
2066766407,1,01,1,4,01,140,1,6,50,400
2066766409,1,01,1,4,01,140,1,1,48,384
2066766409,1,01,1,4,02,098,1,1,9,315
2066766409,1,01,1,4,03,040,1,1,27,120
2066766409,1,01,1,4,03,040,1,6,18,80
2066766409,1,01,1,4,04,088,1,1,13,180
2066766409,1,01,1,4,06,054,1,1,9,210
2066766409,1,01,1,4,07,117,1,1,2,200
2066766410,1,02,2,4,03,040,1,1,128,800
2066766410,1,02,2,4,02,098,1,1,17,595
2066766410,1,02,2,4,01,140,1,1,147,1470
2066766410,1,02,2,4,04,193,1,1,1,29
2066766410,1,02,2,4,05,130,1,1,1,28
2066766410,1,02,2,4,08,088,1,1,11,183
2066766410,1,02,2,4,10,039,1,1,4,120
2066766411,1,02,2,4,01,130,1,1,16,613
2066766411,1,02,2,4,01,130,1,6,16,1187
2066766411,1,02,2,4,01,130,1,7,16,613
2066766411,1,02,2,4,02,193,1,1,12,360
2066766411,1,02,2,4,02,193,1,6,1080,1080
2066766411,1,02,2,4,02,193,1,7,12,360
2066766412,1,01,1,4,03,040,1,6,400,1600
2066766412,1,01,1,4,02,098,1,1,25,1000
2066766412,1,01,1,4,05,088,1,1,20,200
2066766412,1,01,1,4,01,140,1,1,375,2250
2066766412,1,01,1,4,04,039,1,1,9,225
2066766614,1,01,1,4,02,088,1,1,7,175
2066766614,1,01,1,4,06,199,1,1,1,50
2066766614,1,01,1,4,04,087,1,1,20,600
2066766614,1,01,1,4,01,140,1,1,50,750
2066766614,1,01,1,4,05,040,1,1,36,540
2066766614,1,01,1,4,03,098,1,1,8,400
2066766615,1,02,2,5,02,279,0,1,50,4500
2066766615,1,02,2,5,01,250,0,1,1,250
2066766618,1,01,1,4,04,088,1,1,1,30
2066766819,1,01,1,4,01,140,1,1,67,570
2066766819,1,01,1,4,02,087,1,1,20,400
2066766819,1,01,1,4,03,098,1,1,16,640
2066766819,1,01,1,4,05,088,1,1,10,100
2066766820,1,01,1,4,01,140,1,1,480,4080
2066766820,1,01,1,4,02,071,1,1,20,240
2066766820,1,01,1,4,03,078,1,1,10,40
2066766820,1,01,1,4,04,088,1,1,10,100
2066766822,1,01,1,4,02,039,1,1,25,400
2066767024,1,01,1,9,01,548,0,1,15,450
2066767302,1,01,2,6,01,407,0,1,1000,2000
2066767713,1,01,1,9,04,504,0,1,60,4800
2066767713,1,01,1,9,03,559,0,6,40,2800
2066767713,1,01,1,9,03,559,0,1,100,7000
2066767713,1,02,1,5,02,250,0,1,12,3000
2066767713,1,02,1,5,03,262,0,6,13,390
2066767713,1,02,1,5,04,279,0,1,50,3000
2066767713,1,02,1,5,04,279,0,6,20,1200
2066767713,1,01,1,9,04,504,0,6,10,800
2066767713,1,01,1,9,02,566,0,6,20,1800
2066767713,1,01,1,9,05,548,0,1,20,1800
2066767713,1,01,1,9,02,566,0,1,50,4500
2066767714,1,01,1,9,02,596,0,1,10,200
2066767714,1,01,1,9,01,504,0,1,10,400
2066767716,1,02,2,5,02,251,0,1,2,400
2066767716,1,02,2,5,02,251,0,6,3,600
2066767716,1,02,2,5,04,279,0,1,26,1560
2066767716,1,02,2,5,01,250,0,1,6,1200
2066767716,1,01,1,9,01,504,0,1,40,1600
2066767716,1,01,1,9,01,504,0,6,20,800
2066767717,1,01,1,9,02,559,0,1,300,21000
2066767717,1,01,1,9,02,559,0,6,200,14000
2066767717,1,01,1,9,03,531,0,1,240,19200
2066767717,1,01,1,9,03,531,0,6,100,8000
2066767717,1,01,1,9,01,504,0,6,200,16000
2066767717,1,01,1,9,05,566,0,1,100,9000
2066767717,1,01,2,5,01,241,0,1,2,2000
2066767717,1,01,1,9,01,504,0,1,210,16800
2066767717,1,01,1,9,04,584,0,1,100,12000
2066767718,1,02,1,5,03,279,0,6,20,1800
2066767718,1,02,1,5,03,279,0,1,70,6300
2066767718,1,02,1,5,02,251,0,6,2,460
2066767718,1,02,1,5,02,251,0,1,10,2300
2066767718,1,02,1,5,01,250,0,1,12,2400
2066767718,1,01,1,9,01,504,0,6,100,12000
2066767718,1,01,1,9,01,504,0,1,100,12000
2066767718,1,02,1,5,01,250,0,6,4,800
2066768201,1,02,1,5,05,279,0,1,6,560
2066768201,1,02,1,5,05,279,0,2,19,1056
2066768201,1,01,1,4,01,140,1,6,10,100
2066768201,1,01,1,4,01,140,1,1,250,2500
2066768201,1,01,1,4,04,194,1,1,100,100
2066768201,1,01,1,4,03,088,1,1,19,171
2066768201,1,01,1,4,02,079,1,1,1,400
2066768203,1,01,1,4,01,187,1,1,300,1500
2066768203,1,01,1,4,01,187,1,6,36,180
2066768203,1,01,1,4,01,187,1,7,10,50
2066768204,1,02,1,5,01,260,0,1,2,200
2066768204,1,02,1,5,01,260,0,6,3,300
2066768204,1,02,1,5,05,279,0,1,5,420
2066768204,1,02,1,5,05,279,0,2,11,576
2066768204,1,01,1,4,05,087,1,6,4,200
2066768204,1,01,1,4,05,087,1,1,8,400
2066768204,1,01,1,4,04,088,1,6,70,1000
2066768204,1,01,1,4,01,140,1,1,1390,13900
2066768204,1,01,1,4,04,088,1,1,210,3000
2066768204,1,01,1,4,03,054,1,6,5,333
2066768204,1,01,1,4,03,054,1,1,31,2067
2066768204,1,02,1,5,07,280,0,2,11,1232
2066768204,1,01,1,4,02,098,1,1,28,980
2066768204,1,01,1,4,01,140,1,6,100,1000
2066768204,1,01,1,4,02,098,1,6,10,350
2066768205,1,01,2,4,02,088,1,1,48,720
2066768205,1,01,2,4,02,088,1,6,7,105
2066768205,1,02,2,5,01,250,0,1,1,150
2066768205,1,02,2,5,01,250,0,6,2,300
2066768205,1,02,2,5,02,251,0,1,2,400
2066768205,1,02,2,5,02,251,0,6,5,1000
2066768205,1,02,2,5,04,263,0,1,10,1000
2066768205,1,02,2,5,06,279,0,1,11,1030
2066768205,1,02,2,5,06,279,0,2,36,1944
2066768205,1,01,2,4,01,140,1,1,1920,19200
2066768205,1,01,2,4,01,140,1,6,60,600
2066768206,1,02,1,5,02,251,0,1,1,200
2066768206,1,02,1,5,07,279,0,1,36,3190
2066768206,1,02,1,5,07,279,0,2,57,3129
2066768206,1,01,1,4,01,140,1,1,796,7960
2066768206,1,02,1,5,01,250,0,6,2,300
2066768206,1,01,1,4,03,054,1,1,9,600
2066768206,1,01,1,4,04,088,1,1,26,400
2066768206,1,02,1,5,01,250,0,1,2,300
2066768206,1,01,1,4,02,037,1,1,39,2730
2066768409,1,01,1,4,02,088,1,1,120,1440
2066768409,1,01,1,4,01,140,1,1,490,3430
2066768410,1,01,2,5,01,250,0,1,6,1080
2066768410,1,01,2,4,01,140,1,1,300,3000
2066768410,1,01,2,4,02,088,1,1,30,450
2066768411,1,02,1,5,01,250,0,1,11,1650
2066768411,1,02,1,5,02,279,0,1,25,1000
2066768412,1,01,1,5,02,279,0,1,30,1350
2066768412,1,01,1,5,01,250,0,6,4,800
2066768412,1,01,1,4,02,088,1,1,15,525
2066768412,1,01,1,4,01,140,1,6,10,100
2066768412,1,01,1,4,01,140,1,1,500,5000
2066768412,1,01,1,5,01,250,0,1,8,1600
2066768613,1,01,1,4,03,098,1,1,141,3525
2066768613,1,01,1,4,03,098,1,6,2,50
2066768613,1,01,1,4,02,088,1,1,6,30
2066768613,1,01,1,4,01,140,1,1,1294,7764
2066768614,1,01,1,4,02,088,1,1,35,280
2066768614,1,01,1,4,02,088,1,6,15,120
2066768614,1,01,1,4,01,140,1,1,542,5420
2066768614,1,01,1,4,01,140,1,6,50,500
2066768615,1,01,1,4,02,088,1,1,36,360
2066768615,1,01,1,4,03,098,1,1,4,200
2066768615,1,01,1,4,01,140,1,1,986,5916
2066768615,1,01,1,4,01,140,1,6,24,24
2066768616,1,01,1,4,01,140,1,1,788,6304
2066768616,1,01,1,4,02,088,1,1,70,700
2066768616,1,02,1,5,03,279,0,1,69,3864
2066768616,1,02,1,5,01,250,0,6,3,450
2066768616,1,02,1,5,01,250,0,1,20,3000
2066768616,1,01,1,4,04,184,1,1,70,1400
2066768616,1,01,1,4,04,184,1,6,10,200
2066768617,1,01,1,4,02,088,1,1,240,1440
2066768617,1,01,1,4,01,140,1,6,20,220
2066768617,1,01,1,4,01,140,1,1,768,8448
2066768617,1,02,1,5,03,279,0,1,79,4424
2066768617,1,02,1,5,01,250,0,1,27,5400
2066768617,1,02,1,5,01,250,0,6,5,1000
2066768919,1,01,1,4,02,088,1,6,48,288
2066768919,1,01,1,4,02,088,1,1,20,120
2066768919,1,01,1,4,01,140,1,1,1000,10000
2066768919,1,01,1,4,01,140,1,6,385,3850
2066768921,1,01,1,4,04,225,1,6,60,240
2066768921,1,01,1,4,04,225,1,1,30,120
2066768921,1,01,1,4,01,140,1,1,200,2000
2066768921,1,01,1,4,02,088,1,6,47,564
2066768921,1,01,1,4,02,088,1,1,20,240
2066768921,1,01,1,4,01,140,1,6,285,2850
2066768922,1,01,2,4,02,088,1,1,17,204
2066768922,1,01,2,4,01,140,1,1,400,4000
2066769020,1,01,1,4,04,087,1,1,25,250
2066769020,1,01,1,4,03,098,1,1,15,600
2066769020,1,01,1,4,02,140,1,1,700,7000
2066769020,1,01,1,4,01,037,1,1,30,3000
2066769020,1,01,1,4,05,187,1,1,139,1668
2066769020,1,01,1,4,05,187,1,6,5,60
2066769021,1,01,1,4,01,140,1,1,720,7200
2066769021,1,01,1,4,03,040,1,1,80,800
2066769023,1,01,2,4,05,088,1,1,7,105
2066769023,1,01,2,4,04,040,1,1,36,360
2066769023,1,01,2,4,02,098,1,1,30,1200
2066769023,1,01,2,4,01,140,1,1,500,5000
2066769023,1,01,2,4,05,088,1,6,3,45
2066769301,1,03,2,5,04,251,0,1,1,250
2066769301,1,03,2,5,03,250,0,1,2,500
2066769301,1,03,2,5,02,254,0,1,1,500
2066769301,1,03,2,5,01,263,0,1,4,400
2066769301,1,03,2,4,05,087,1,1,4,120
2066769301,1,03,2,4,01,140,1,1,250,3000
2066769301,1,03,2,4,04,088,1,1,10,250
2066769301,1,03,2,5,06,279,0,1,15,1200
2066769302,1,01,1,4,05,087,1,1,20,500
2066769302,1,01,1,4,04,088,1,1,200,5000
2066769302,1,01,1,4,02,098,1,6,10,400
2066769302,1,01,1,4,02,098,1,1,90,3600
2066769302,1,01,1,4,01,140,1,1,700,7000
2066769302,1,01,1,4,01,140,1,6,50,500
2066769306,1,01,1,5,01,250,0,1,6,1200
2066769306,1,01,1,5,02,251,0,1,6,1200
2066769306,1,01,1,5,04,254,0,1,2,2000
2066769306,1,01,1,5,06,279,0,1,22,1870
2066769507,1,01,1,5,06,279,0,2,2,100
2066769507,1,01,1,4,02,098,1,1,19,760
2066769507,1,01,1,4,03,088,1,1,120,720
2066769507,1,01,1,5,02,251,0,1,3,750
2066769507,1,01,1,5,06,279,0,1,10,500
2066769507,1,01,1,4,01,140,1,1,660,13200
2066769508,1,01,2,5,05,279,0,1,7,420
2066769508,1,01,2,5,01,250,0,1,2,600
2066769508,1,01,2,4,03,088,1,1,30,480
2066769508,1,01,2,4,02,098,1,1,10,400
2066769508,1,01,2,4,01,140,1,1,32,416
2066769508,1,01,2,5,05,279,0,2,2,120
2066769509,1,01,1,4,02,098,1,1,10,40
2066769509,1,01,1,4,04,078,1,1,25,125
2066769509,1,01,1,4,05,088,1,1,10,120
2066769509,1,01,1,4,06,087,1,1,10,250
2066769509,1,01,1,5,06,279,0,2,2,167
2066769509,1,01,1,5,03,251,0,1,4,1040
2066769509,1,01,1,4,01,140,1,1,500,7500
2066769509,1,01,1,5,06,279,0,1,5,417
2066769509,1,01,1,5,01,250,0,1,3,750
2066769510,1,02,1,5,03,251,0,1,2,300
2066769510,1,02,1,5,01,250,0,1,2,300
2066769510,1,02,1,4,04,087,1,1,2,60
2066769510,1,02,1,4,03,088,1,1,22,220
2066769510,1,02,1,4,02,098,1,1,4,160
2066769510,1,02,1,4,01,140,1,1,45,900
2066769510,1,02,1,5,04,279,0,1,6,200
2066769511,1,01,1,4,01,140,1,1,760,9120
2066769511,1,01,1,4,02,098,1,1,2,80
2066769511,1,01,1,4,03,088,1,1,80,1280
2066769511,1,02,1,5,03,250,0,1,2,600
2066769511,1,02,1,5,05,279,0,1,5,250
2066769512,1,01,1,4,01,140,1,1,1150,13800
2066769512,1,01,1,4,02,098,1,1,47,1880
2066769512,1,01,1,4,03,088,1,1,100,1000
2066769512,1,01,1,4,04,087,1,1,5,125
2066769512,1,01,2,6,01,407,0,6,105,360
2066769512,1,01,1,5,06,279,0,1,6,300
2066769512,1,01,1,5,06,279,0,2,3,150
2066769512,1,01,2,6,01,407,0,1,630,2161
2066769512,1,01,1,5,04,251,0,1,6,1500
2066769813,1,01,1,4,05,194,1,6,384,2880
2066769813,1,01,1,4,01,140,1,1,288,2880
2066769813,1,01,1,4,02,088,1,1,32,600
2066769814,1,01,1,5,01,246,0,1,1,4000
2066769814,1,01,1,4,06,037,1,1,20,2000
2066769814,1,01,1,4,05,194,1,6,640,4800
2066769814,1,01,1,4,04,087,1,1,13,650
2066769814,1,01,1,4,02,088,1,6,6,140
2066769814,1,01,1,4,03,098,1,1,12,420
2066769814,1,01,1,4,01,140,1,1,500,5000
2066769814,1,01,1,4,01,140,1,6,5,50
2066769814,1,01,1,4,02,088,1,1,26,560
2066769815,1,01,1,4,01,140,1,1,165,1650
2066769816,1,02,1,4,01,144,1,1,30,600
2066769816,1,02,1,4,02,187,1,1,54,972
2066769816,1,02,1,4,03,112,1,1,12,180
2066769816,1,02,1,5,07,279,0,2,6,330
2066769816,1,02,1,5,07,279,0,1,4,350
2066769816,1,02,1,5,03,250,0,1,3,600
2066769817,1,01,2,4,01,140,1,5,75,750
2066769817,1,01,2,4,02,088,1,1,3,60
2066769817,1,01,2,4,02,088,1,6,3,60
2066769817,1,01,2,4,04,087,1,1,2,75
2066769817,1,01,2,4,04,087,1,6,2,75
2066769817,1,01,2,4,01,140,1,1,75,750
2066770407,1,02,1,5,01,244,0,1,1,2750
2066770715,1,01,1,5,02,294,0,2,960,960
2066770715,1,01,1,4,03,088,1,1,18,200
2066770922,1,01,1,4,01,140,1,1,70,630
2066770923,1,01,2,4,04,087,1,1,15,375
2066770923,1,01,2,4,02,098,1,1,80,3840
2066770923,1,01,2,4,05,088,1,1,20,200
2066770923,1,01,2,4,01,140,1,1,700,6300
2066771023,1,01,1,4,06,088,1,1,80,1040
2066771023,1,01,1,4,05,040,1,1,50,500
2066771024,1,01,1,4,02,088,1,1,50,500
2066771024,1,01,1,4,01,140,1,1,390,3900
2066771303,1,01,2,5,04,279,0,6,14,1190
2066771303,1,01,2,5,04,279,0,2,71,4828
2066771303,1,01,2,5,04,279,0,1,9,765
2066771303,1,01,2,5,01,250,0,1,25,6250
2066771304,1,01,2,4,03,211,1,6,1,20
2066771304,1,01,2,4,04,088,1,1,100,1500
2066771304,1,01,2,4,03,211,1,1,19,380
2066771304,1,01,2,4,02,079,1,6,3,15
2066771304,1,01,2,4,02,079,1,1,5,25
2066771304,1,01,2,4,01,140,1,1,2736,27360
2066771304,1,01,2,5,03,279,0,2,5,360
2066771306,1,03,2,5,01,263,0,6,4,120
2066771306,1,03,2,5,04,254,0,1,1,500
2066771306,1,03,2,5,05,279,0,1,250,1250
2066771306,1,03,2,4,03,079,1,1,2,6
2066771306,1,03,2,4,01,140,1,1,485,4850
2066771306,1,03,2,4,02,098,1,1,10,400
2066771306,1,03,2,5,05,279,0,2,10,40
2066771609,1,02,2,5,04,279,0,2,1,70
2066771609,1,02,2,5,04,279,0,1,3,225
2066771609,1,02,2,5,02,251,0,1,1,250
2066771609,1,02,2,5,01,250,0,1,2,500
2066771813,1,02,2,5,04,279,0,2,1,72
2066771813,1,02,2,5,01,250,0,1,1,200
2066771813,1,02,2,5,04,279,0,1,54,4590
2066771815,1,01,2,5,04,279,0,1,23,2001
2066771815,1,01,2,5,01,250,0,1,5,1000
2066771815,1,01,2,5,04,279,0,2,2,150
2066771815,1,01,2,4,02,098,1,1,25,800
2066771815,1,01,2,4,01,140,1,1,95,950
2066771815,1,01,2,5,04,279,0,6,5,450
2066771816,1,01,1,4,03,187,1,6,18,90
2066771816,1,01,1,4,04,098,1,1,11,550
2066771816,1,01,1,4,04,098,1,6,14,700
2066771816,1,01,1,4,05,174,1,1,16,500
2066771816,1,01,1,4,05,174,1,6,23,700
2066771816,1,01,1,4,06,225,1,1,30,188
2066771816,1,01,1,4,06,225,1,6,10,63
2066771816,1,01,1,5,01,250,0,1,2,400
2066771816,1,01,1,4,03,187,1,1,54,270
2066771816,1,01,1,4,02,088,1,6,50,800
2066771816,1,01,1,4,02,088,1,1,25,400
2066771816,1,01,1,4,01,140,1,6,150,1500
2066771816,1,01,1,5,01,250,0,6,1,200
2066771816,1,01,1,5,04,294,0,2,156,390
2066771816,1,01,1,5,05,279,0,1,34,2900
2066771816,1,01,1,5,05,279,0,2,2,120
2066771816,1,01,1,5,05,279,0,6,10,850
2066771816,1,01,1,4,01,140,1,1,476,4760
2066771817,1,01,2,4,02,088,1,1,5,60
2066771817,1,01,2,4,01,140,1,1,85,850
2066771817,1,02,1,5,02,250,0,1,15,3000
2066771817,1,02,1,5,05,279,0,6,12,1000
2066771817,1,02,1,5,05,279,0,1,179,14920
2066771817,1,01,2,4,02,088,1,6,3,30
2066771817,1,02,1,5,01,251,0,1,4,1000
2066771817,1,02,1,5,05,279,0,2,8,560
2066771818,1,02,2,5,03,279,0,2,4,328
2066771818,1,02,2,5,02,251,0,1,8,2000
2066771818,1,02,2,5,03,279,0,1,63,5166
2066771818,1,02,2,5,01,250,0,1,24,4800
2066772203,1,01,2,4,03,098,1,1,40,800
2066772203,1,01,2,4,02,088,1,1,10,200
2066772203,1,01,2,4,01,140,1,1,200,1400
2066772203,1,01,2,4,04,211,1,1,30,480
2066772714,1,02,1,5,04,279,0,1,61,4636
2066772924,1,03,1,5,01,254,0,1,3,3000
2066772924,1,03,1,5,01,254,0,6,1,900
2066772924,1,03,1,5,03,280,0,2,3,210
2066773020,1,01,1,5,02,252,0,4,1,4000
2066773301,1,01,1,4,02,140,1,1,90,720
2066773301,1,01,1,4,03,088,1,1,200,2000
2066773306,1,03,1,4,01,187,1,1,500,5000
2066773611,1,01,1,4,01,187,1,1,50,350
2066774019,1,01,2,4,02,087,1,1,2,60
2066774019,1,01,2,4,03,088,1,1,9,150
2066774019,1,01,2,4,04,187,1,1,250,5000
2066774019,1,01,2,4,04,187,1,6,150,3000
2066774019,1,01,2,4,05,133,1,1,5,100
2066774019,1,01,2,4,01,119,1,1,22,176
2066774020,1,01,2,4,02,088,1,6,12,200
2066774020,1,01,2,4,01,140,1,1,330,3300
2066774020,1,01,2,4,02,088,1,1,24,400
2066774021,1,02,2,5,04,279,0,2,6,492
2066774021,1,02,2,4,03,119,1,1,15,120
2066774021,1,02,2,5,01,250,0,1,10,2000
2066774021,1,02,2,5,02,251,0,1,2,500
2066774021,1,02,2,5,04,279,0,1,84,6884
2066774021,1,02,2,4,02,187,1,1,200,4000
2066774021,1,02,2,4,01,037,1,1,50,2250
2066774023,1,01,1,5,05,279,0,2,7,574
